City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,freetown,8.484,-13.2299,302.99,79,75,5.14,SL,1699627694
272,jutai,-5.1833,-68.9,305.76,54,59,0.82,BR,1699627694
273,carauari,-4.8828,-66.8958,309.52,40,27,1.36,BR,1699627695
274,bamboo flat,11.7,92.7167,299.2,83,75,1.03,IN,1699627695
275,mejit,10.2753,170.8646,301.18,81,100,8.62,MH,1699627696
276,jijiga,9.35,42.8,294.12,42,74,7.63,ET,1699627696
277,kingscliff,-28.2667,153.5667,290.22,94,75,2.57,AU,1699627697
278,katsuren-haebaru,26.3369,127.8719,298.37,73,75,2.57,JP,1699627697
279,susuman,62.7833,148.1667,242.38,98,75,0.5,RU,1699627697
280,grahamstown,-33.3042,26.5328,293.12,45,0,6.52,ZA,1699627698
281,celestun,20.8667,-90.4,300.36,70,5,2.94,MX,1699627698
282,gizo,-8.103,156.8419,300.67,81,100,7.99,SB,1699627699
283,badger,64.8,-147.5333,266.68,93,100,0.0,US,1699627699
284,vorgashor,67.5833,63.95,264.22,97,95,3.46,RU,1699627700
285,taulaga,-11.0553,-171.0883,301.34,80,24,4.55,AS,1699627700
286,cabo san lucas,22.8909,-109.9124,299.68,71,0,1.33,MX,1699627700
287,chonchi,-42.6128,-73.8092,285.44,59,67,3.56,CL,1699627701
288,skelleftea,64.7507,20.9528,273.35,100,100,4.12,SE,1699627701
289,buala,-8.145,159.5921,298.49,92,100,1.46,SB,1699627702
290,ancud,-41.8697,-73.8203,283.94,77,56,6.14,CL,1699627702
291,sann,26.0418,68.1378,300.36,15,0,2.05,PK,1699627703
292,pulawy,51.4166,21.9694,283.44,68,100,5.57,PL,1699627704
293,taichung,24.1469,120.6839,298.97,80,20,5.66,TW,1699627704
294,arno,60.1167,18.6333,280.25,93,100,2.88,SE,1699627704
295,ceeldheer,3.8488,47.1806,299.7,81,100,5.91,SO,1699627705
296,kailua-kona,19.6406,-155.9956,297.13,78,0,2.57,US,1699627705
297,selfoss,63.9331,-20.9971,274.29,69,87,1.93,IS,1699627706
298,jwaneng,-24.6004,24.7303,307.17,14,1,4.43,BW,1699627706
299,chibougamau,49.9168,-74.3659,265.94,93,100,4.12,CA,1699627706
300,pisco,-13.7,-76.2167,293.18,83,100,3.6,PE,1699627707
301,sinjai,-5.1241,120.253,297.13,67,2,1.56,ID,1699627707
302,umunede,6.2637,6.3116,302.8,70,78,1.61,NG,1699627708
303,gubakha,58.8386,57.5532,276.57,97,100,4.5,RU,1699627708
304,myeik,12.4333,98.6,299.97,83,80,0.56,MM,1699627709
305,bodo,67.28,14.405,271.91,82,0,5.66,NO,1699627710
306,afif,23.9065,42.9172,297.09,25,100,2.42,SA,1699627710
307,baidoa,3.1138,43.6498,301.19,55,57,3.18,SO,1699627711
308,igarka,67.4667,86.5833,264.67,94,100,9.77,RU,1699627712
309,vernon,50.2581,-119.2691,276.89,87,59,3.6,CA,1699627712
310,lodja,-3.4833,23.4333,299.04,69,100,0.68,CD,1699627713
311,polyarnyy,69.1989,33.4478,268.08,89,72,6.91,RU,1699627713
312,nabire,-3.3667,135.4833,298.57,92,97,1.45,ID,1699627714
313,cranbrook,49.4999,-115.7688,272.06,86,75,1.54,CA,1699627714
314,mananjary,-21.2167,48.3333,297.07,89,57,2.87,MG,1699627715
315,kamen'-na-obi,53.7884,81.3423,271.94,96,94,2.49,RU,1699627715
316,magadan,59.5667,150.8,256.89,79,7,5.63,RU,1699627526
317,plettenberg bay,-34.0527,23.3716,296.65,57,76,2.08,ZA,1699627672
318,mar del plata,-38.0023,-57.5575,296.94,67,0,8.05,AR,1699627694
319,anadyr,64.75,177.4833,258.43,84,0,5.0,RU,1699627717
320,puerto aysen,-45.4,-72.7,283.12,97,95,1.98,CL,1699627596
321,nadym,65.5333,72.5167,266.32,94,13,4.55,RU,1699627712
322,creston,41.0586,-94.3614,277.43,80,0,3.6,US,1699627718
323,inari,68.906,27.0288,265.26,85,62,4.05,FI,1699627718
324,nova vicosa,-17.8919,-39.3719,303.91,57,0,6.76,BR,1699627718
325,porbandar,21.6422,69.6093,302.43,52,2,4.19,IN,1699627502
326,chebba,35.2372,11.115,293.79,56,100,3.44,TN,1699627673
327,hola,51.5377,23.1902,283.25,51,99,4.86,PL,1699627720
328,shetpe,44.1667,52.1167,281.32,73,75,6.58,KZ,1699627720
329,goure,13.9835,10.2704,308.96,10,92,4.14,NE,1699627720
330,yulinshi,38.2906,109.7494,272.2,33,6,2.69,CN,1699627721
331,kish,26.5578,54.0194,302.3,48,0,0.0,IR,1699627721
332,kingston,17.997,-76.7936,302.71,79,75,8.75,JM,1699627722
333,san antonio de pale,-1.4014,5.6325,299.38,82,99,4.85,GQ,1699627722
334,ciudad lazaro cardenas,17.9583,-102.2,300.33,78,41,1.64,MX,1699627722
335,bom conselho,-9.1697,-36.6797,305.44,28,2,6.4,BR,1699627723
336,kapa'a,22.0752,-159.319,298.33,78,40,7.2,US,1699627723
337,qui nhon,13.7667,109.2333,298.88,89,100,2.71,VN,1699627724
338,midvagur,62.0511,-7.1939,280.61,81,83,3.09,FO,1699627724
339,ban houakhoua,20.2453,100.4547,295.76,88,9,0.3,LA,1699627725
340,thompson,55.7435,-97.8558,266.24,86,100,1.54,CA,1699627725
341,puerto cabezas,14.0351,-83.3888,299.13,94,75,2.06,NI,1699627726
342,nova sintra,14.8667,-24.7167,295.55,68,41,5.27,CV,1699627726
343,chistyye bory,58.3647,41.6278,276.51,86,94,1.04,RU,1699627727
344,mandan,46.8267,-100.8896,272.6,83,75,1.54,US,1699627727
345,punta del este,-34.9667,-54.95,295.21,70,0,7.15,UY,1699627728
346,el trebol,-32.2008,-61.7014,292.6,98,100,0.89,AR,1699627728
347,changsha,28.2,112.9667,286.24,93,100,5.48,CN,1699627728
348,nizhnesortymskiy,62.4397,71.7603,267.8,96,98,3.1,RU,1699627729
349,lubango,-14.9172,13.4925,296.65,39,98,3.17,AO,1699627729
350,rosetta,31.4044,30.4164,295.56,72,98,4.75,EG,1699627730
351,shahritus,37.2637,68.1385,289.24,22,100,2.14,TJ,1699627730
352,kavieng,-2.5744,150.7967,300.8,78,94,5.64,PG,1699627730
353,mocimboa,-11.3167,40.35,300.87,74,94,4.89,MZ,1699627731
354,usogorsk,63.4106,48.6872,273.52,96,100,0.37,RU,1699627731
355,geneseo,42.7959,-77.8169,281.76,67,97,6.62,US,1699627732
356,altay,47.8667,88.1167,270.0,76,100,2.3,CN,1699627732
357,akhtubinsk,48.2795,46.1722,281.66,63,10,5.48,RU,1699627732
358,sarmiento,-45.5882,-69.07,293.81,21,0,9.41,AR,1699627733
359,rabo de peixe,37.8,-25.5833,293.88,99,75,7.72,PT,1699627733
360,ohrid,41.1172,20.8019,283.09,87,100,1.03,MK,1699627631
361,buka,40.8108,69.1986,285.26,30,92,1.0,UZ,1699627734
362,dondo,-19.6094,34.7431,300.88,59,0,4.69,MZ,1699627735
363,naama,33.2667,-0.3167,292.78,38,33,8.23,DZ,1699627735
